75,75,71,73,77,65,79,80,82,4.0
82,66,49,76,53,53,73,81,73,4.5
65,71,55,73,80,76,68,74,70,6.0
72,81,62,68,86,67,64,71,62,1.0
75,63,32,71,71,73,75,75,77,3.0
73,78,65,69,77,70,76,79,78,2.5
82,85,75,85,87,85,80,82,83,4.0
75,71,71,74,81,74,81,85,82,6.0
74,72,60,77,81,77,79,83,77,2.0
79,77,69,66,77,63,74,77,75,3.0
78,74,75,74,79,67,78,85,77,2.0
71,74,69,66,67,66,69,71,70,0.0
69,77,60,69,78,66,67,73,66,2.5
64,73,54,62,65,61,76,79,78,1.0
59,62,53,60,67,63,63,71,67,1.0
78,71,70,93,94,95,85,87,85,9.0
82,75,76,81,73,78,81,85,82,2.5
77,76,67,73,77,65,79,80,82,4.6
64,73,54,73,85,73,62,65,61,0.0
78,76,83,77,81,77,81,86,83,6.0
68,86,67,67,72,64,64,71,62,4.0
63,65,59,63,71,67,60,67,63,0.5
73,78,65,69,77,70,71,82,72,2.0
74,72,60,69,67,72,77,81,77,7.0
66,67,66,63,69,59,79,81,79,4.0
75,62,68,74,78,72,78,84,79,4.0
74,80,75,68,74,70,66,67,64,2.0
78,72,70,85,87,85,85,88,88,3.0
75,71,71,82,75,76,74,81,74,7.0
77,74,61,67,66,66,70,66,73,1.0
79,77,69,74,77,75,66,77,63,0.6666666666666666
69,77,60,60,64,59,67,73,66,2.0
73,85,73,61,64,61,76,79,78,0.0
77,81,77,76,70,65,81,86,83,1.0
78,72,70,80,82,83,85,88,88,2.5
70,76,69,66,67,64,72,74,73,3.0
79,77,69,73,81,70,74,77,75,2.0
75,75,71,69,74,67,69,83,72,4.0
71,81,72,69,77,60,60,64,59,6.0
62,65,61,73,85,73,64,72,60,2.0
81,90,76,74,72,60,79,83,77,3.3333333333333335
87,73,71,73,79,78,80,82,85,3.6
71,74,69,66,67,66,79,81,79,0.0
74,78,72,76,53,53,68,72,66,5.0
68,86,67,64,71,62,67,68,67,2.3333333333333335
75,81,73,71,71,73,75,75,77,4.5
63,65,59,60,67,63,68,73,65,1.0
73,78,65,76,79,78,69,77,70,6.5
82,85,75,78,71,70,85,88,88,1.0
81,75,82,78,82,78,75,71,71,5.0
77,76,67,78,75,73,79,80,82,3.6666666666666665
66,67,66,74,76,84,79,81,79,3.0
73,85,73,61,66,57,76,77,72,0.0
74,72,60,79,83,77,77,81,77,3.0
74,74,74,78,85,77,71,79,72,4.0
72,87,65,75,62,68,68,72,66,2.0
71,71,73,75,81,73,75,75,77,3.3333333333333335
75,72,70,68,73,65,60,67,63,2.0
76,79,78,73,72,52,69,77,70,2.0
78,76,83,81,86,83,72,72,65,4.3
77,81,77,74,72,60,79,83,77,4.0
87,73,71,80,82,85,73,79,78,3.0
79,77,69,66,77,63,73,81,70,3.0
74,79,67,71,79,72,78,85,77,12.0
74,78,72,78,84,79,76,53,53,5.0
62,68,55,73,78,65,76,79,78,3.0
77,81,77,81,86,83,72,72,65,3.3333333333333335
82,75,76,75,71,71,74,81,74,4.5
77,76,67,78,75,73,76,84,76,2.5
74,78,71,79,81,79,74,76,84,3.0
68,71,66,77,70,48,73,80,76,5.0
73,81,74,69,78,66,67,73,66,1.25
68,69,64,67,68,67,64,71,62,3.0
61,66,57,73,85,73,64,72,60,1.0
81,90,76,74,72,60,77,81,77,7.5
73,87,65,72,74,73,72,82,70,2.5
87,73,71,80,82,85,71,80,71,4.0
74,79,67,76,75,81,71,79,72,3.0
65,60,34,75,63,32,75,75,77,1.3333333333333333
75,84,65,86,77,76,81,85,82,5.0
74,80,63,74,76,84,74,78,71,2.0
80,82,80,65,77,61,73,81,75,3.0
82,72,69,65,62,64,64,71,62,2.0
61,66,57,76,79,78,61,64,61,1.0
93,94,95,85,88,88,85,87,85,3.0
80,82,85,71,80,71,78,88,84,5.0
74,79,67,74,74,74,68,76,63,3.0
74,80,63,79,81,79,74,78,71,2.0
70,58,60,69,78,66,67,73,66,4.0
65,62,64,68,69,64,64,71,62,5.0
64,67,65,75,75,77,72,77,72,1.0
75,71,71,86,77,76,81,85,82,2.0
81,90,76,76,69,75,79,83,77,3.875
66,75,54,70,82,70,69,67,69,3.0
68,73,61,78,84,79,76,53,53,11.0
77,70,48,73,80,76,69,74,52,2.0
74,77,71,65,77,61,73,81,75,1.0
61,66,57,73,85,73,61,64,61,2.0
73,78,65,66,74,57,76,79,78,6.0
87,73,71,71,80,71,73,79,78,5.0
71,82,68,74,76,84,69,71,70,2.0
76,53,53,75,62,68,79,80,82,3.0
68,86,67,82,72,69,67,72,74,1.0
64,73,54,71,82,72,66,77,63,4.0
73,87,65,66,67,64,72,74,73,2.5
87,87,81,73,79,78,71,80,71,5.0
75,72,70,70,82,70,67,66,66,3.5
74,78,72,76,53,53,79,80,82,3.0
68,48,47,69,77,60,60,64,59,1.0
65,62,62,76,79,78,71,79,72,1.0
80,88,75,72,72,65,77,81,77,2.0
81,75,82,78,82,78,81,85,82,2.5
75,75,71,73,77,65,69,83,72,2.0
74,79,67,78,85,77,69,77,70,1.3333333333333333
73,78,65,74,76,84,71,82,68,0.0
59,67,60,64,72,64,63,71,67,0.5
66,64,66,66,77,63,71,82,72,2.0
70,76,69,73,87,65,72,74,73,5.0
87,73,71,71,80,71,71,70,73,4.0
67,66,66,75,72,70,70,82,70,1.0
77,76,67,76,84,76,69,83,72,1.0
75,62,68,76,53,53,79,80,82,2.0
68,71,66,65,67,66,74,80,75,3.0
62,64,53,63,66,63,67,72,74,4.0
66,64,66,71,82,72,66,77,63,2.5
74,79,67,76,75,81,69,77,70,3.0
63,65,59,63,71,67,64,72,64,1.0
87,73,71,68,76,61,71,80,71,4.0
67,66,66,70,82,70,73,81,73,3.0
78,77,68,76,84,76,69,83,72,3.5
74,78,72,76,53,53,68,76,71,3.0
87,73,71,80,82,85,78,88,84,4.0
73,70,62,62,70,68,67,61,71,5.0
72,77,72,73,91,59,65,74,62,2.0
77,85,72,77,81,77,81,86,83,6.333333333333333
64,72,61,63,72,66,76,76,80,1.6
71,72,64,77,81,77,81,86,83,5.333333333333333
69,77,60,69,78,66,60,64,59,3.6666666666666665
66,74,62,73,81,73,77,75,78,3.2
75,81,73,80,82,85,75,75,77,3.3333333333333335
68,69,64,70,82,70,71,70,75,1.0
69,65,62,68,69,67,62,70,68,1.0
64,65,58,73,85,73,71,80,74,0.6666666666666666
77,81,77,69,70,59,79,83,77,4.0
72,87,65,78,82,78,85,88,88,3.0
68,76,61,65,74,62,69,75,67,5.25
80,82,80,71,77,71,73,81,75,1.0
70,82,64,78,75,73,69,83,72,1.0
73,81,74,60,64,59,67,73,66,5.0
74,81,74,81,85,82,75,71,71,4.0
70,76,69,73,79,78,72,82,70,3.0
74,85,64,76,79,78,62,70,63,4.666666666666667
64,65,58,61,64,61,74,81,73,0.3333333333333333
73,80,71,62,70,68,68,69,67,2.0
68,69,64,71,70,75,63,63,58,3.0
80,82,85,75,75,77,78,88,84,2.5
73,81,73,85,88,88,78,82,78,3.6
76,69,75,74,72,60,69,67,72,5.0
68,71,66,65,71,55,77,79,77,1.0
80,88,75,81,86,83,77,81,77,3.0
70,76,69,73,87,65,73,79,78,0.5
64,72,50,63,72,66,76,76,80,2.0
72,72,65,78,76,83,77,81,77,4.0
81,90,76,74,84,65,69,67,72,2.5
78,71,70,74,76,84,85,87,85,3.5
75,81,73,78,88,84,75,75,77,4.166666666666667
77,84,69,65,74,62,69,75,67,3.0
69,67,69,70,82,70,71,70,75,3.0
73,70,62,68,69,67,62,70,68,2.6666666666666665
76,53,53,85,88,88,78,82,78,4.0
74,77,71,65,77,61,80,82,80,7.0
64,71,53,66,67,64,77,79,77,2.0
82,75,76,73,69,78,75,71,71,4.0
68,76,61,69,75,67,77,84,69,2.0
69,67,69,71,70,75,63,63,58,1.0
85,88,88,76,53,53,78,82,78,3.0
80,82,80,65,77,61,71,77,71,2.5
70,82,64,73,77,65,79,80,82,1.0
66,67,64,73,80,76,77,79,77,1.0
74,79,67,74,77,75,66,77,63,2.8181818181818183
82,75,76,79,75,65,75,71,71,2.5
78,71,70,78,72,70,85,87,85,4.5
75,72,70,68,73,65,74,74,74,3.0
71,70,73,73,79,78,72,82,70,6.0
75,81,73,78,88,84,80,82,85,4.5
64,65,58,73,85,73,61,64,61,2.25
69,78,66,73,75,81,60,64,59,3.1666666666666665
75,72,70,74,74,74,63,71,67,1.2857142857142858
69,67,61,80,82,83,85,87,85,2.5
64,65,58,73,85,73,74,81,73,2.0
72,71,54,64,72,61,76,76,80,0.0
69,70,59,77,81,77,69,67,72,4.0
76,70,65,78,76,83,77,81,77,6.0
75,84,65,75,71,71,73,69,78,3.0
73,70,62,62,70,68,68,69,67,4.333333333333333
73,78,65,75,80,79,76,79,78,2.6666666666666665
68,69,64,75,81,62,71,70,75,3.0
75,63,32,77,84,69,65,74,62,3.0
73,81,73,85,88,88,74,80,75,2.6666666666666665
80,82,80,74,77,71,71,77,71,3.6666666666666665
70,82,64,78,75,73,76,84,76,4.0
72,73,66,73,80,76,77,79,77,4.0
70,76,68,62,70,63,76,79,78,3.0
77,74,61,75,81,62,71,70,75,3.0
75,62,68,72,87,65,85,88,88,1.0
81,90,76,69,70,59,79,83,77,6.0
64,65,58,74,81,73,61,64,61,2.0
74,77,71,80,82,80,71,77,71,4.5
68,65,68,71,71,73,76,76,80,4.5
75,84,65,73,69,78,75,71,71,5.0
79,75,65,75,71,71,73,69,78,2.5
73,87,65,72,82,70,73,79,78,2.3333333333333335
68,69,64,71,70,75,70,82,70,4.0
71,74,69,71,77,71,65,77,61,1.6666666666666667
66,74,62,70,75,70,73,81,73,3.0
64,65,58,64,72,60,76,79,78,2.0
64,72,61,76,76,80,64,72,65,2.0
70,76,68,60,65,64,76,79,78,3.5
73,81,73,75,62,68,85,88,88,6.0
73,67,63,62,70,60,68,69,67,1.0
87,73,71,75,75,77,78,88,84,3.0
75,72,70,60,67,63,74,74,74,4.0
77,76,67,73,77,65,69,83,72,2.75
71,72,64,81,86,83,78,76,83,4.5
69,78,66,60,64,59,73,75,81,1.75
74,79,67,74,77,75,73,81,70,2.75
74,85,64,76,79,78,75,80,79,3.0
75,81,62,70,82,70,73,80,76,3.0
73,81,73,85,88,88,69,74,69,0.0
74,72,60,77,82,66,77,81,77,1.0
64,65,58,74,81,73,71,80,74,1.6666666666666667
62,64,53,76,79,74,71,77,71,2.0
68,65,68,71,71,73,65,68,66,2.0
69,50,55,72,82,70,73,79,78,4.0
82,75,76,75,71,71,73,69,78,2.0
63,64,62,65,74,62,69,75,67,2.0
75,72,70,63,71,67,74,74,74,1.5
75,81,73,80,82,85,78,88,84,5.5
70,82,64,73,77,65,76,84,76,2.3333333333333335
74,75,55,78,76,82,73,80,76,2.0
66,64,32,73,70,62,68,69,67,2.0
77,84,69,65,74,62,72,77,72,3.5
78,72,70,74,76,84,85,87,85,6.0
77,76,67,73,77,65,76,84,76,3.142857142857143
68,71,66,66,67,64,78,76,82,1.5
77,74,61,68,69,64,64,71,62,0.5
73,78,65,76,79,78,62,70,63,4.5
72,87,65,85,88,88,78,82,78,2.0
74,72,60,77,81,77,69,67,72,3.0
64,65,58,71,80,74,74,81,73,2.5
68,65,68,63,72,66,76,76,80,3.0
75,72,70,68,73,65,63,71,67,1.0
63,72,66,71,71,73,76,76,80,0.0
72,72,65,81,86,83,77,81,77,3.75
73,81,74,69,78,66,60,64,59,3.2
81,90,76,75,81,75,69,67,72,3.0
82,75,76,74,81,74,75,71,71,2.5
71,75,58,66,69,65,71,77,71,5.0
75,81,62,69,77,70,70,82,70,5.0
71,61,62,73,70,62,68,69,67,1.75
80,67,65,76,79,78,62,70,63,5.0
77,80,63,74,79,67,74,77,75,1.0
78,74,75,78,82,78,85,88,88,2.0
71,74,69,74,77,71,71,77,71,2.2
72,83,66,65,74,62,69,75,67,1.0
75,81,62,71,70,75,70,82,70,2.0
70,82,64,77,76,67,76,84,76,2.0
82,81,75,82,75,76,74,81,74,1.5
79,77,56,78,74,75,78,82,78,2.0
73,75,60,80,82,83,85,87,85,2.0
75,81,75,77,81,77,79,83,77,0.0
64,73,54,67,76,62,71,80,74,4.0
66,72,66,66,74,62,73,81,73,2.75
63,72,66,76,76,80,64,72,65,2.3333333333333335
81,75,64,60,64,59,67,73,66,3.6
73,72,52,76,79,78,75,80,79,4.0
75,81,62,70,82,70,71,70,75,6.0
73,81,73,78,82,78,85,88,88,4.0
64,64,51,68,76,61,65,74,62,3.0
77,76,67,73,77,72,69,83,72,3.0
74,79,67,73,81,70,66,77,63,3.5
86,77,76,82,75,76,74,81,74,3.5
71,75,58,80,82,80,74,77,71,3.0
75,71,71,81,85,82,73,69,78,9.0
73,87,65,73,79,78,72,82,70,3.0
77,74,61,69,67,69,70,82,70,1.0
76,53,53,78,82,78,85,88,88,7.0
71,74,69,80,82,80,71,77,71,2.0
66,74,62,70,75,70,67,73,72,2.0
64,73,54,64,65,58,64,72,60,0.0
60,65,64,74,85,64,76,79,78,4.0
87,87,81,71,80,71,78,88,84,4.166666666666667
81,90,76,74,84,65,79,83,77,3.5
70,72,64,71,80,74,74,81,73,1.0
66,72,66,73,81,73,77,75,78,3.5
68,65,68,64,72,65,71,71,73,1.0
68,54,39,76,79,78,75,80,79,3.0
69,50,55,73,79,78,69,74,69,4.0
86,77,76,75,71,71,74,81,74,1.0
68,76,61,72,83,66,65,74,62,3.0
78,72,70,82,85,75,85,87,85,3.0
75,72,70,68,73,65,64,72,64,1.5
74,84,65,77,81,77,79,83,77,6.0
78,74,75,85,88,88,78,82,78,4.0
75,81,73,75,75,77,72,74,72,2.0
76,76,56,69,77,70,70,82,70,7.0
70,72,64,61,64,61,74,81,73,1.0
64,72,65,76,76,80,71,71,73,2.0
69,50,55,71,70,73,73,79,78,3.25
68,76,61,64,67,65,72,77,72,2.0
78,71,70,78,72,70,80,82,83,1.0
80,82,80,74,77,71,66,69,65,2.0
63,72,66,68,65,68,76,76,80,4.0
66,72,66,73,81,73,66,74,62,2.3333333333333335
81,75,82,73,69,78,79,75,65,6.0
76,76,56,70,80,72,70,82,70,2.5
73,70,62,71,61,62,68,69,67,1.0
73,78,65,62,70,63,76,79,78,6.0
64,73,54,61,64,61,74,81,73,1.0
78,76,83,81,86,83,77,81,77,4.333333333333333
68,71,66,74,75,55,78,76,82,1.8571428571428572
69,50,55,73,79,78,72,82,70,3.0
63,65,59,74,74,74,64,72,64,0.0
77,84,69,64,67,65,72,77,72,5.0
76,69,75,77,81,77,69,67,72,4.0
73,85,73,64,72,60,74,81,73,2.0
71,61,62,71,61,61,68,69,67,4.0
77,74,61,70,80,72,70,82,70,2.0
78,71,70,82,85,75,80,82,83,5.0
82,75,76,79,75,65,81,85,82,2.0
80,67,65,76,75,70,76,79,78,2.0
75,72,70,63,71,67,68,73,65,2.0
72,77,72,69,75,67,65,74,62,2.0
66,74,62,77,75,78,73,81,73,4.0
68,71,66,74,75,55,68,74,70,3.0
71,75,58,80,82,80,65,77,61,1.0
77,82,66,76,69,75,77,81,77,1.0
77,76,67,73,77,72,76,84,76,4.0
74,79,67,73,81,70,74,77,75,3.4
82,75,76,75,71,71,81,85,82,4.0
78,71,70,80,82,83,85,87,85,4.153846153846154
66,75,54,70,80,72,70,82,70,1.0
64,73,54,60,57,62,71,80,74,1.0
78,71,70,82,85,75,85,87,85,3.0
73,70,62,68,69,67,67,61,71,4.2
65,71,55,68,71,66,68,74,70,2.0
66,72,67,65,74,62,75,81,73,2.0
75,72,70,64,72,64,68,73,65,0.0
70,76,69,73,79,78,71,70,73,2.5
79,77,56,78,82,78,73,81,73,2.0
71,74,69,71,77,71,70,69,72,3.0
74,81,72,66,72,66,70,75,70,3.0
68,47,53,66,72,67,65,74,62,4.0
63,65,59,64,72,64,60,67,63,1.0
74,85,64,73,78,65,76,79,78,2.8
75,84,65,73,69,78,81,85,82,8.0
75,81,62,70,82,70,63,63,58,2.0
73,78,65,73,72,52,62,70,63,5.0
70,76,69,72,82,70,73,79,78,4.0
63,65,59,75,72,70,64,72,64,0.0
77,84,69,66,72,67,69,75,67,3.0
72,87,65,85,88,88,73,81,73,5.0
80,82,80,71,77,71,70,69,72,5.5
65,71,55,68,71,66,77,79,77,4.5
62,71,58,66,72,66,77,75,78,2.0
79,77,77,85,87,85,80,82,83,8.0
77,74,61,63,63,58,70,82,70,2.0
76,70,65,81,86,83,77,81,77,3.0
63,72,66,76,76,80,71,71,73,4.0
73,85,73,64,65,58,71,80,74,1.5
79,75,65,81,85,82,75,71,71,3.0
78,71,70,74,76,84,80,82,83,4.0
71,74,69,73,81,75,71,77,71,8.0
62,68,55,66,72,67,69,75,67,2.0
81,75,82,81,85,82,79,75,65,7.0
80,87,68,79,77,69,73,81,70,5.0
72,73,63,67,73,66,60,64,59,3.0
77,81,77,71,72,64,69,67,72,1.0
87,87,81,75,75,77,78,88,84,2.6666666666666665
75,77,54,76,76,80,62,70,68,3.0
71,73,67,76,79,78,74,71,80,6.0
78,72,70,82,75,89,80,82,83,3.0
86,77,76,82,75,76,74,80,73,5.2
74,79,67,79,77,69,66,77,63,2.25
74,80,63,69,71,70,77,85,76,3.6666666666666665
64,65,58,68,63,68,68,69,67,1.0
68,71,66,66,67,64,69,74,69,2.5
74,77,71,80,82,80,80,85,66,5.0
69,78,66,67,73,66,60,64,59,2.5555555555555554
67,73,68,69,72,70,66,65,63,1.75
69,67,61,78,72,70,82,75,89,4.0
81,90,76,75,81,75,79,83,77,2.5
69,50,55,79,77,77,81,80,85,1.0
66,72,66,73,81,73,64,74,65,0.6666666666666666
87,87,81,77,80,72,71,80,71,4.0
68,68,60,70,82,70,65,74,62,0.0
73,80,71,73,70,62,68,69,67,2.4
75,72,70,68,73,65,72,82,70,3.1666666666666665
70,76,68,73,78,65,76,79,78,4.666666666666667
74,79,67,79,77,69,66,69,65,2.0
78,77,68,77,76,67,76,84,76,4.0
74,80,63,77,85,76,69,71,70,0.75
86,71,72,80,87,68,85,88,88,4.5
87,87,81,71,80,71,75,75,77,4.0
66,75,54,71,75,67,65,74,62,1.6666666666666667
74,79,67,79,77,69,74,77,75,3.0
74,80,63,77,85,76,66,67,66,7.0
70,76,68,77,74,64,76,79,78,2.0
78,72,70,69,67,61,70,73,71,0.0
75,81,75,79,83,77,69,67,72,4.4
73,87,65,79,77,77,73,79,78,3.0
68,71,66,66,67,64,68,74,70,1.6666666666666667
71,74,69,80,82,80,70,69,72,2.0
73,72,52,68,66,62,73,81,77,5.0
69,72,70,66,65,63,59,70,50,1.0
87,87,81,77,80,72,75,75,77,5.0
69,67,69,65,74,62,71,75,67,3.5
79,77,69,75,70,73,73,81,70,0.0
75,68,69,77,85,76,69,71,70,1.0
80,82,80,74,77,71,73,81,75,3.5
79,75,65,75,71,71,74,80,73,4.5
75,81,75,74,84,65,69,67,72,0.0
79,77,77,73,79,78,81,80,85,4.5
86,71,72,85,88,88,79,86,81,5.666666666666667
69,74,61,73,67,67,73,81,73,0.6666666666666666
74,80,72,68,66,62,73,81,77,3.0
68,54,39,77,74,64,74,71,80,5.0
73,75,60,78,72,70,85,87,85,5.0
87,87,81,78,88,84,71,80,71,0.0
66,64,32,73,80,71,62,70,68,4.0
74,77,71,80,82,80,73,81,75,11.0
72,87,65,67,73,66,60,64,59,3.5
75,72,70,72,82,70,68,73,65,2.0
75,81,75,81,90,76,79,83,77,1.5
73,87,65,73,79,78,81,80,85,2.5
86,71,72,79,86,81,85,88,88,13.0
68,71,66,77,80,80,68,74,70,3.0
73,71,63,79,81,79,64,74,65,2.0
68,66,62,73,81,77,64,71,62,3.4
69,72,70,60,67,63,68,72,68,1.0
68,54,39,77,79,77,76,79,78,4.0
77,81,77,79,83,77,72,72,65,2.0
78,71,70,85,87,85,80,82,83,4.0
86,77,76,82,75,76,81,85,82,6.142857142857143
75,75,71,70,73,72,76,84,76,7.0
74,80,63,77,85,76,71,81,72,7.0
64,65,58,71,61,61,62,70,68,1.3333333333333333
68,71,66,77,80,80,78,76,82,2.5
80,82,80,74,77,71,70,69,72,7.0
68,70,60,65,74,62,70,82,70,2.0
70,82,64,73,77,65,70,73,72,1.0
71,81,72,74,80,63,77,85,76,6.0
79,77,56,80,87,68,85,88,88,2.0
71,75,58,80,82,80,71,77,71,3.5
66,74,62,64,74,65,73,81,73,2.0
74,80,72,68,86,67,73,81,77,2.0
75,72,70,74,73,75,68,73,65,6.0
73,78,65,74,71,80,76,79,78,7.0
77,81,77,79,83,77,69,67,72,5.0
78,74,75,79,86,81,86,71,72,2.0
74,77,64,69,75,69,73,81,77,3.0
75,72,70,74,73,75,72,82,70,2.1
68,54,39,77,74,64,76,79,78,2.0
73,87,65,73,79,78,79,77,77,3.0
69,67,69,70,82,70,65,74,62,2.5
85,86,82,86,71,72,85,88,88,4.0
75,87,65,73,67,67,73,81,73,1.0
68,86,67,68,66,62,73,81,77,3.5
70,76,68,76,79,78,77,74,64,1.0
78,71,70,80,82,83,82,75,89,4.5
64,65,58,76,76,80,68,69,67,1.5
73,80,66,66,65,63,69,72,70,6.0
78,75,73,76,84,76,70,73,72,6.0
74,80,63,67,69,66,66,67,66,2.0
68,71,66,74,75,55,69,74,69,2.0
71,74,69,80,82,80,73,81,75,2.5
77,81,77,79,83,77,75,81,75,11.0
70,66,73,70,82,70,63,63,58,4.0
78,74,75,85,88,88,80,86,81,7.0
66,72,66,73,65,62,65,67,66,1.5
74,77,64,68,66,62,73,81,77,1.75
75,72,70,74,74,74,72,82,70,1.6666666666666667
70,76,49,76,79,78,73,78,65,2.0
74,79,67,74,77,75,73,79,78,2.0
75,75,71,73,77,72,70,73,72,1.0
74,80,63,67,69,66,69,71,70,1.6666666666666667
